userId,programId,rating,timestamp
3506,2,3.7,1702162800.0
2647,26,4.2,1694991600.0
765,58,3.9,
4473,4,4.4,1678575600.0
4029,48,3.8,1706828400.0
2027,58,4.1,1721084400.0
2197,71,3.7,1689116400.0
1673,28,4.3,1708383600.0
847,4,4.3,1720566000.0
1341,75,3.9,1703804400.0
3556,14,3.6,1706310000.0
2334,50,3.8,1714950000.0
3081,34,4.0,1706310000.0
1390,43,4.4,1703718000.0
475,96,4.2,1699570800.0
2031,74,4.1,1713913200.0
128,75,4.1,1710716400.0
982,2,3.6,1702076400.0
878,33,3.7,1686006000.0
2641,88,3.8,1688943600.0
4437,98,3.9,1682895600.0
4397,98,4.5,1722294000.0
4335,5,4.3,1690671600.0
4954,99,4.5,1702422000.0
1596,2,4.5,1673823600.0
4435,29,4.3,1719097200.0
2372,3,3.6,1714518000.0
3801,52,4.1,1678230000.0
4766,83,3.6,1673650800.0
4011,13,4.1,1703804400.0
3974,38,4.5,1703286000.0
2273,4,4.3,1682809200.0
2535,32,4.0,1714172400.0
1698,71,4.1,1733698800.0
2601,96,4.3,1710025200.0
4984,41,4.1,1686956400.0
4614,49,3.7,1687042800.0
3899,28,3.7,1692658800.0
4007,97,3.5,1728601200.0
646,74,4.2,1708642800.0
3322,98,3.8,1682118000.0
2176,9,4.2,1674342000.0
3673,51,4.0,1685746800.0
4730,100,4.0,1733958000.0
4484,11,4.1,1675465200.0
2902,93,4.1,1714172400.0
61,21,4.2,1693522800.0
3505,96,3.7,1731020400.0
1762,60,3.7,1691794800.0
617,68,4.5,1679094000.0
1544,45,4.4,1683068400.0
3584,96,4.1,1678230000.0
891,95,4.5,1687561200.0
207,57,3.7,1715122800.0
1876,94,3.8,1701126000.0
2859,54,4.4,1689634800.0
527,84,3.6,1719702000.0
2678,76,3.7,1714345200.0
155,2,4.0,1725922800.0
2200,29,4.0,1698879600.0
4482,86,3.9,1681686000.0
3315,48,4.4,1719356400.0
387,87,4.3,1678575600.0
4164,88,4.1,1731884400.0
1064,37,3.8,1688857200.0
4553,68,4.3,1713826800.0
1682,34,4.2,1720738800.0
3748,28,4.3,1690326000.0
641,34,4.1,1718146800.0
700,25,4.0,1685919600.0
4829,95,3.7,1673132400.0
2503,44,3.5,1729292400.0
4298,95,3.7,1730415600.0
663,52,3.8,1723849200.0
1515,93,4.0,1708470000.0
4547,13,3.7,1714518000.0
1078,90,3.7,1734044400.0
4575,14,4.1,1690844400.0
4749,24,3.9,1694559600.0
280,23,3.6,1678057200.0
3344,7,4.2,1700002800.0
596,93,4.0,1708210800.0
110,20,4.0,1673737200.0
3868,21,3.9,1694646000.0
4348,66,3.6,1675206000.0
2034,76,3.6,1679094000.0
1423,68,4.0,1726441200.0
1814,78,4.1,1728601200.0
4648,29,4.4,
4557,20,4.5,1712098800.0
4235,13,3.8,1694559600.0
4863,41,3.7,1724713200.0
4232,94,3.6,1687906800.0
351,57,3.7,1717714800.0
3395,13,4.4,1710716400.0
1305,30,4.5,1706914800.0
4083,71,3.5,1697238000.0
3160,63,3.5,1734735600.0
635,20,4.1,
2092,38,3.9,
1299,5,4.5,1709593200.0
1050,37,4.0,1701644400.0
3299,24,3.7,1729724400.0
4557,55,4.2,1692054000.0
1065,58,4.0,1734735600.0
3408,98,3.7,1733266800.0
2719,82,3.6,1721775600.0
4662,75,3.5,1714431600.0
2391,10,4.2,1694732400.0
1797,54,3.9,1732230000.0
2021,61,4.2,1709334000.0
702,65,3.8,1715122800.0
3711,62,4.2,1704495600.0
4611,18,4.2,1702508400.0
4138,30,3.9,1732748400.0
4203,90,3.7,1720393200.0
4634,22,3.7,1705878000.0
308,37,3.6,1672873200.0
1495,45,4.3,1729119600.0
510,20,3.6,1718233200.0
1418,80,3.8,1721602800.0
4478,10,4.4,1672786800.0
1919,57,4.2,1686783600.0
4826,38,3.5,1717455600.0
254,39,3.7,1727823600.0
1285,56,4.1,1673305200.0
4199,94,3.9,1683154800.0
125,68,3.9,1726873200.0
4863,60,4.4,1716332400.0
4116,27,4.1,1679526000.0
1925,17,4.1,1732316400.0
3859,47,4.1,1676242800.0
541,52,3.9,1700780400.0
3890,39,4.0,1685660400.0
4549,10,4.5,1731452400.0
4059,86,4.2,1702681200.0
3231,8,4.4,1700348400.0
3923,27,4.0,1697583600.0
949,7,4.1,1675033200.0
3536,49,4.3,1732143600.0
548,85,3.8,
3609,49,3.9,1687042800.0
2403,38,4.2,1713481200.0
4833,12,4.0,1692831600.0
3171,80,4.5,1701903600.0
2966,34,3.9,1721689200.0
1561,35,4.3,1674342000.0
3054,25,3.7,1686438000.0
2542,78,4.2,1724540400.0
3279,49,4.2,1733094000.0
945,66,4.0,1721689200.0
297,37,3.6,1689548400.0
3433,29,4.4,1695510000.0
2734,14,3.6,1683154800.0
4619,31,4.4,1687042800.0
1296,84,4.2,1674428400.0
4921,83,4.2,1678662000.0
1338,11,4.3,1701126000.0
2707,57,4.1,1676070000.0
3895,24,3.8,1721775600.0
3975,17,4.4,1729206000.0
1719,54,3.8,1689980400.0
3622,90,3.6,1682118000.0
431,37,3.6,1712790000.0
3959,49,4.5,1723762800.0
1653,96,3.6,1696460400.0
4928,50,4.0,1724626800.0
3455,61,3.8,1724022000.0
969,17,3.5,1702076400.0
2163,86,3.5,1734822000.0
2276,39,3.7,1719270000.0
1133,49,4.3,1723071600.0
2285,16,3.7,1715554800.0
2209,99,4.0,1717282800.0
4951,75,3.9,1718406000.0
3924,67,3.9,1679439600.0
2434,16,4.0,1724194800.0
313,96,4.2,1726441200.0
434,88,3.8,1713740400.0
2285,24,4.0,1704495600.0
2459,35,3.8,1722121200.0
3375,9,3.6,1713222000.0
1337,71,4.0,1712876400.0
2602,12,4.4,1683414000.0
2069,49,4.3,1720825200.0
1380,72,4.4,1700262000.0
3391,67,4.4,1682636400.0
153,72,4.2,1716246000.0
3935,59,3.5,1704150000.0
241,14,3.7,1727737200.0
1766,77,4.1,
3226,58,4.3,1714777200.0
2495,99,4.2,1694127600.0
754,98,4.5,1678402800.0
4250,52,3.7,1711407600.0
4322,53,3.6,1692486000.0
4602,51,3.7,1693868400.0
85,26,3.6,1683932400.0
2483,88,4.3,1699311600.0
224,79,3.8,1696978800.0
4646,63,4.0,1692399600.0
3229,39,3.8,1694473200.0
2103,73,4.1,1684191600.0
893,84,4.0,1720306800.0
258,10,4.2,1726959600.0
2045,33,4.4,1673305200.0
194,87,4.1,1703890800.0
2017,50,3.8,1703890800.0
3272,68,3.9,1675983600.0
315,11,4.1,1689116400.0
733,41,3.6,1696546800.0
1007,41,4.1,1733526000.0
2187,89,4.3,1718233200.0
3419,12,4.2,1712185200.0
4675,96,4.4,1692486000.0
1959,43,3.9,1700002800.0
1268,3,3.6,1700866800.0
3668,51,4.5,1731625200.0
1436,74,4.3,1704668400.0
435,94,3.9,1691362800.0
638,69,3.8,1715554800.0
2013,86,3.7,1684882800.0
1737,33,4.1,1734476400.0
2966,37,3.9,1730761200.0
505,29,4.3,1708902000.0
3728,87,3.7,1732230000.0
425,10,4.4,1717887600.0
1417,91,4.5,1682636400.0
2459,87,3.7,1691276400.0
2783,82,3.8,1728169200.0
3521,17,4.3,1709852400.0
20,64,4.2,1694473200.0
4152,37,4.5,1701990000.0
598,32,4.2,1676329200.0
3795,87,3.8,1700521200.0
152,48,4.2,1684710000.0
2134,7,4.3,1700348400.0
2208,54,4.2,1677711600.0
3290,79,3.5,1710630000.0
891,13,4.1,1703372400.0
4849,59,3.7,1701558000.0
1953,1,3.7,1696633200.0
3102,40,3.7,1694646000.0
2224,98,3.6,1700866800.0
2083,87,3.5,1687042800.0
1727,14,4.1,1676674800.0
3869,72,4.0,1702767600.0
1548,75,3.5,1696546800.0
1714,24,4.2,1706828400.0
1165,4,4.4,1735254000.0
3013,91,3.8,1706310000.0
1210,65,3.8,1706482800.0
2828,94,4.4,1691881200.0
1880,77,3.7,1698102000.0
1701,10,3.5,1679526000.0
4420,65,4.0,1720911600.0
3604,68,4.4,1719356400.0
124,87,4.3,1688425200.0
4176,32,4.1,1673564400.0
584,72,4.1,1704495600.0
4822,99,4.2,1728687600.0
146,58,4.3,1709593200.0
1290,86,3.8,1729119600.0
3832,1,4.4,1712098800.0
815,69,4.3,1704063600.0
4264,58,4.3,1723762800.0
4524,5,4.2,1702681200.0
1040,6,3.8,1724281200.0
385,60,4.5,1674342000.0
3268,34,4.4,1716246000.0
1558,79,3.7,1728169200.0
2093,100,3.8,1693350000.0
830,74,4.0,1730242800.0
4,16,3.6,1689807600.0
3257,63,4.4,1729897200.0
590,95,3.9,1694818800.0
1027,56,3.6,1707174000.0
3401,85,3.9,1675033200.0
4004,89,4.1,1711666800.0
2799,54,3.9,
205,70,3.7,1689548400.0
94,84,3.5,1679526000.0
4300,29,3.7,1722812400.0
383,8,4.3,1678662000.0
3140,49,4.2,1675810800.0
4505,49,3.5,1721689200.0
1927,13,3.9,1684018800.0
2464,49,4.3,1697324400.0
3885,15,3.5,1707260400.0
503,56,4.0,1715986800.0
3713,68,4.0,1678921200.0
2095,16,4.0,1713135600.0
1319,78,3.5,1714172400.0
4367,93,3.5,1680908400.0
3737,8,4.2,1696460400.0
3809,82,4.4,1701730800.0
4419,81,3.9,1712271600.0
4855,3,4.4,1692399600.0
3265,81,4.0,1728514800.0
4826,97,4.2,1715727600.0
4942,11,4.3,1724108400.0
4784,81,3.7,1715209200.0
4336,37,4.0,1700348400.0
1330,28,4.3,1698015600.0
2588,28,3.7,1674687600.0
2161,79,4.3,1713481200.0
265,1,3.5,1713913200.0
2864,44,3.8,1735167600.0
3557,38,4.3,1710025200.0
1728,68,3.6,1714172400.0
1156,82,3.7,1703372400.0
4153,21,3.6,1687993200.0
3181,29,4.2,1720652400.0
434,96,4.4,1728860400.0
107,69,4.4,1710457200.0
648,14,3.7,1674342000.0
2479,39,4.2,1707692400.0
2610,88,4.3,1715295600.0
1040,12,3.6,1734649200.0
3316,67,3.6,1680908400.0
3719,54,4.4,
3011,17,3.6,1709506800.0
3965,26,4.3,1678921200.0
103,58,4.3,1719702000.0
3363,68,4.1,1699657200.0
827,38,4.0,1726182000.0
2547,55,4.0,1728774000.0
3823,38,4.5,1700607600.0
3764,57,4.4,1722898800.0
4025,92,4.0,1732662000.0
4691,48,3.6,1706655600.0
279,29,4.2,
2042,85,4.0,1681340400.0
2172,87,4.2,1703718000.0
507,87,3.9,1679266800.0
2877,83,4.5,1726441200.0
3113,94,4.2,1684969200.0
1832,8,4.2,1715986800.0
1237,44,4.2,1734562800.0
750,47,4.1,1734908400.0
2823,88,4.2,1692831600.0
4138,100,3.8,1732921200.0
4749,88,4.5,1673996400.0
3559,24,4.0,1680217200.0
2629,93,4.2,1677193200.0
1582,4,4.5,1677625200.0
2879,11,4.1,1690153200.0
2246,73,3.7,1710975600.0
4321,8,4.2,1716591600.0
3629,79,4.1,1694473200.0
2330,63,3.6,1695510000.0
771,91,3.9,1680822000.0
4398,63,4.2,1727132400.0
3335,37,4.0,1729119600.0
1647,18,3.9,1699225200.0
4281,62,3.5,1728946800.0
1412,75,4.3,1731970800.0
1383,72,4.2,1700089200.0
2855,34,4.0,1684882800.0
3589,62,4.4,1689030000.0
2766,67,3.6,1722034800.0
3809,51,4.5,1673132400.0
2099,14,4.1,
2067,34,4.4,1702681200.0
1492,99,3.6,1726527600.0
3286,67,4.3,1682636400.0
3377,76,3.7,1678834800.0
3780,14,3.7,1685228400.0
4534,39,3.8,1675033200.0
2680,1,4.1,1711407600.0
2129,88,3.8,1676329200.0
3971,54,3.9,1718319600.0
2443,15,3.7,1682982000.0
1465,59,3.9,1693263600.0
1610,45,4.1,1728860400.0
1045,33,3.9,1720393200.0
4398,16,3.9,1689202800.0
2987,32,3.8,1734390000.0
2891,40,3.9,1681254000.0
846,83,4.3,1675378800.0
818,38,4.2,1692140400.0
4655,83,4.2,1728169200.0
1388,74,4.0,1700175600.0
4259,33,3.8,
68,87,3.6,1679007600.0
1110,57,4.5,1700953200.0
3156,83,4.0,1725750000.0
37,76,3.6,1696460400.0
3994,73,4.4,1719010800.0
17,85,3.7,1720047600.0
4876,94,3.7,1676415600.0
3297,34,4.3,1706914800.0
2669,72,4.2,1733958000.0
4629,32,4.0,1683673200.0
3408,82,3.8,1683932400.0
4299,2,4.4,1706569200.0
2624,54,3.7,1673650800.0
4542,2,3.9,1731711600.0
985,68,4.3,1673132400.0
2027,1,3.5,1712876400.0
4408,20,4.0,1718838000.0
3925,81,3.7,1727996400.0
1267,7,4.4,
83,59,3.6,
4444,9,4.4,1687561200.0
1363,27,4.4,1705964400.0
3208,22,3.6,1703286000.0
556,75,4.5,1672700400.0
1040,59,4.2,1687215600.0
4869,40,4.3,1731106800.0
4577,53,3.7,1693522800.0
2510,75,3.7,1690239600.0
4583,75,4.3,1720306800.0
3993,83,4.2,1703545200.0
4989,12,3.6,1692831600.0
1965,47,3.9,1703286000.0
3732,20,4.4,1695682800.0
3277,84,3.7,1726354800.0
799,56,3.6,1703458800.0
2632,72,4.0,1734217200.0
1226,76,3.9,1724281200.0
4928,86,4.3,
4995,39,3.6,1701471600.0
1285,84,3.5,1717455600.0
786,36,3.8,1720393200.0
663,10,4.1,1683154800.0
3877,81,3.7,1718146800.0
2465,69,4.2,1695250800.0
352,6,4.1,1688770800.0
4528,100,4.0,1720306800.0
182,64,4.2,
458,72,4.1,1712876400.0
170,11,4.1,1691103600.0
2637,58,3.8,1727046000.0
1056,43,3.8,1734217200.0
3061,82,3.9,1733353200.0
4483,35,3.9,1673650800.0
12,14,3.8,1682290800.0
1047,100,3.7,1696633200.0
1534,38,4.1,
2339,62,4.2,1703026800.0
952,74,4.2,1730070000.0
3674,18,3.8,1710111600.0
415,80,4.4,1714345200.0
3970,21,4.3,1715382000.0
2367,59,3.9,1677279600.0
4354,28,3.8,1719961200.0
4942,4,4.4,1732143600.0
466,5,4.2,1694559600.0
2188,83,4.0,1732230000.0
660,65,3.5,1684364400.0
374,87,3.7,1700434800.0
4618,62,4.4,1691449200.0
3545,72,4.3,1716850800.0
3934,49,3.8,1704063600.0
2843,18,3.8,1701126000.0
3148,70,3.9,1710198000.0
3150,35,4.5,1718924400.0
1375,85,3.9,1717628400.0
3875,15,3.7,1687993200.0
2814,46,3.8,1702594800.0
2043,31,3.8,1703372400.0
1117,75,3.8,1717455600.0
2345,37,4.0,1682982000.0
2551,48,3.5,1706569200.0
1737,98,3.7,1725836400.0
2744,84,3.6,1681686000.0
4838,51,4.1,1729551600.0
3612,47,4.2,1722380400.0
2289,21,3.7,1681599600.0
1565,32,4.4,1698015600.0
628,79,4.2,1713394800.0
714,11,4.0,1733871600.0
3092,57,4.2,1689634800.0
3105,7,4.3,1672700400.0
4859,67,3.8,1681254000.0
2116,29,4.2,1696460400.0
3853,33,4.5,1728774000.0
2505,100,4.0,1718233200.0
4369,75,3.7,1679698800.0
3203,81,4.2,1719097200.0
3937,59,3.9,1700434800.0
4289,87,3.6,1679698800.0
3394,82,3.8,1733871600.0
3663,73,4.2,1674946800.0
2632,25,4.2,1709593200.0
163,48,3.8,1698966000.0
509,18,4.4,
4355,97,4.4,1727478000.0
3010,69,4.3,1709938800.0
4696,42,3.9,1680822000.0
1398,54,4.0,1716332400.0
4247,31,4.0,1718492400.0
1981,45,4.1,1687647600.0
1933,98,4.2,1724022000.0
1413,26,3.7,1718146800.0
458,96,3.7,1716678000.0
636,14,4.3,
3812,35,4.3,1697497200.0
4891,17,4.0,1684364400.0
4062,90,3.6,1713567600.0
2101,82,4.4,1718924400.0
609,6,4.5,1728342000.0
3970,50,3.7,1690844400.0
1701,36,4.2,1729983600.0
3075,27,3.7,1697065200.0
605,91,3.9,1720911600.0
4058,5,4.3,1680822000.0
2950,93,4.2,1732489200.0
1866,45,4.4,1684018800.0
1622,86,3.9,1676329200.0
2157,94,4.2,1719874800.0
2980,22,3.9,1685055600.0
2014,43,3.8,1687388400.0
2102,5,4.4,1704322800.0
1943,6,4.3,1682722800.0
1849,79,3.5,1730502000.0
4349,78,3.6,1728601200.0
1353,26,3.8,1675638000.0
3065,54,4.1,1731279600.0
1848,29,3.8,1708038000.0
1965,66,3.9,1719010800.0
1261,72,3.8,1722380400.0
3595,39,4.0,1722034800.0
347,6,4.4,1715727600.0
1709,26,4.4,1727650800.0
1031,52,4.1,1732057200.0
2367,2,3.8,1705273200.0
215,14,4.0,1701990000.0
3379,87,4.3,1701039600.0
4226,77,4.3,1675897200.0
3259,42,4.0,1724713200.0
4071,96,4.2,1690326000.0
1387,38,3.7,1674082800.0
502,52,3.7,1681772400.0
305,55,4.4,1681426800.0
2018,49,4.3,1679439600.0
745,39,4.5,1676847600.0
1262,71,3.9,1685228400.0
1772,21,4.1,1683154800.0
2209,1,4.2,1697929200.0
2703,39,3.6,1725058800.0
1280,22,3.8,1692918000.0
1078,100,4.2,1680994800.0
1563,17,3.9,1687647600.0
4462,85,4.2,1693350000.0
2728,8,4.1,1722639600.0
786,92,4.4,1686783600.0
4950,42,4.5,1715382000.0
3366,24,4.1,1734130800.0
4256,36,3.9,1705705200.0
2342,8,4.4,1725231600.0
3722,59,4.1,1705705200.0
567,36,3.5,1729292400.0
3809,6,4.1,1693522800.0
3087,8,3.6,1683241200.0
2740,55,4.0,1709766000.0
565,63,4.2,1689980400.0
3518,24,4.1,1725404400.0
4467,74,4.0,1712703600.0
1602,70,4.2,1699052400.0
1592,65,3.7,1687215600.0
4867,21,3.7,
4343,29,3.7,1679785200.0
1613,65,4.4,1686956400.0
1782,44,4.1,1685314800.0
3976,88,3.5,1734908400.0
2387,6,4.4,1697065200.0
2452,10,3.7,1686697200.0
1520,76,4.5,1705186800.0
3178,57,4.2,1729551600.0
4713,91,3.7,1729465200.0
2855,5,3.8,1733871600.0
1550,26,4.1,1682463600.0
2887,26,4.4,1693177200.0
1698,92,4.0,1724022000.0
2992,80,3.6,1726441200.0
178,44,3.7,1729033200.0
2196,44,4.1,1703026800.0
485,66,4.2,1714690800.0
1058,29,3.7,1689375600.0
115,1,4.0,1678662000.0
4568,56,4.1,1698879600.0
3227,88,4.0,1728255600.0
2868,22,4.2,1720911600.0
2045,95,3.9,1704582000.0
339,72,4.1,1684537200.0
1142,59,4.3,1730934000.0
6,96,3.7,1732402800.0
3023,82,4.2,1727823600.0
847,15,4.2,1705014000.0
2909,95,3.9,1678834800.0
1171,55,4.2,1729551600.0
4157,4,4.3,1695942000.0
405,95,3.8,1715295600.0
291,32,3.7,1687561200.0
2368,99,3.8,1686265200.0
193,56,3.8,1692399600.0
1149,53,4.1,1691967600.0
2445,8,4.2,1690844400.0
3920,10,3.8,1735426800.0
2184,25,4.3,1678230000.0
2746,87,4.3,1694386800.0
248,80,4.4,1693782000.0
640,96,4.5,1704668400.0
1339,95,4.4,1724367600.0
3640,37,3.9,1710975600.0
3591,84,4.1,1697410800.0
1338,65,3.9,1693090800.0
304,60,4.5,1713222000.0
4295,11,4.2,1675724400.0
895,18,3.8,1698102000.0
4291,99,3.5,1729119600.0
2436,17,3.6,1715122800.0
2519,92,4.1,1697238000.0
2099,75,3.6,1677970800.0
3599,22,4.2,1698447600.0
4670,23,4.5,1725663600.0
1704,3,4.2,1677452400.0
2171,11,3.6,1676070000.0
2249,88,4.5,1703286000.0
3035,2,3.7,1718665200.0
4208,59,4.0,1709247600.0
127,99,3.9,1704150000.0
949,35,3.6,1703026800.0
590,43,3.9,1683154800.0
2178,93,3.6,1677020400.0
1279,9,3.8,1706828400.0
941,14,4.5,1679526000.0
3559,23,4.4,1680994800.0
2098,27,4.3,1695769200.0
917,5,3.9,1709766000.0
2668,2,4.1,1716591600.0
1531,41,3.8,1734303600.0
296,64,3.7,1689030000.0
1193,1,3.9,1675292400.0
4471,83,4.5,1688166000.0
2463,3,4.0,1675551600.0
4995,55,4.2,1692831600.0
1924,53,3.5,1724022000.0
4712,31,4.3,1724713200.0
806,99,4.2,1677711600.0
211,77,4.1,1687042800.0
3701,91,3.6,1684450800.0
1514,67,4.0,1699570800.0
630,43,4.2,1695250800.0
1229,46,3.8,1735081200.0
2710,6,3.6,1729551600.0
1424,62,3.7,1710802800.0
4877,51,4.3,1720998000.0
513,11,3.5,1687647600.0
4633,82,4.2,1713913200.0
1216,35,3.7,1716073200.0
3857,64,4.1,1706569200.0
3732,59,4.0,1672786800.0
4184,89,4.4,1677279600.0
4124,79,4.3,1679871600.0
1794,25,4.2,1703890800.0
3723,74,3.7,1731884400.0
2040,56,3.9,1706742000.0
1344,3,3.6,1685833200.0
4831,42,4.2,1706223600.0
3287,8,4.4,1709506800.0
4805,55,4.3,
164,71,3.8,1727737200.0
221,96,4.1,1731884400.0
3912,51,4.4,1708902000.0
170,100,4.0,1690758000.0
1791,75,4.1,
361,51,3.9,1716159600.0
3508,2,4.3,1674255600.0
4311,83,3.5,1676761200.0
4985,7,4.0,1727823600.0
1531,47,3.5,1717196400.0
293,45,4.5,1710630000.0
2417,40,4.3,1697929200.0
554,17,3.8,1707174000.0
395,48,3.5,1728687600.0
4788,79,4.5,1680649200.0
4762,16,4.3,1699916400.0
4396,27,3.9,1726441200.0
118,31,3.6,1712271600.0
3625,36,4.1,1680735600.0
975,99,4.0,1705359600.0
191,89,4.5,1697151600.0
1543,64,3.8,1681772400.0
2724,58,3.9,1684191600.0
1453,80,3.8,1694386800.0
4579,51,3.5,1724108400.0
483,28,3.9,1710457200.0
3622,47,4.4,1705014000.0
1667,99,4.3,1700434800.0
2035,34,4.2,
4046,37,3.7,1716418800.0
9,67,3.6,1720738800.0
367,98,4.3,1716073200.0
4422,12,4.4,1694559600.0
1174,1,4.0,1695250800.0
794,99,3.9,1726873200.0
202,74,4.0,1718492400.0
4381,46,3.6,1679958000.0
4609,3,4.0,1700089200.0
2178,77,3.5,1724713200.0
2367,96,4.2,1707778800.0
614,56,4.5,1733526000.0
1384,60,4.2,1684191600.0
3536,14,3.5,1729810800.0
309,22,4.2,1688425200.0
4287,84,3.8,1703977200.0
2713,75,3.6,1719442800.0
4815,41,3.9,1707951600.0
2050,80,4.1,1689462000.0
4793,58,4.5,1726182000.0
520,69,3.5,1698534000.0
4559,57,3.9,1699398000.0
2488,33,3.7,1692313200.0
3615,30,3.9,1675724400.0
508,66,3.8,1713913200.0
4939,40,3.9,1681772400.0
4331,92,3.7,1735340400.0
4690,3,3.5,1724972400.0
1360,83,4.0,1702767600.0
1287,26,3.8,1730761200.0
643,41,3.6,
1308,15,4.3,1708124400.0
38,67,4.4,1680303600.0
162,49,4.4,1700521200.0
4143,80,3.9,1734908400.0
2544,17,4.2,1704409200.0
4525,17,4.3,1701644400.0
2053,90,4.1,1730761200.0
2463,93,3.8,1733439600.0
1906,74,4.1,1690066800.0
2079,49,4.5,
4938,97,3.5,1695250800.0
2411,78,4.0,
1126,78,4.2,1692399600.0
1502,88,4.1,1679266800.0
2823,85,4.4,1673996400.0
3820,77,4.3,1676242800.0
2388,91,4.0,1710111600.0
188,10,3.9,1728860400.0
1851,31,4.4,1700694000.0
578,23,4.1,1729638000.0
2061,45,3.8,1690930800.0
1633,100,4.0,1699398000.0
4026,97,4.4,1703458800.0
194,59,4.3,1719010800.0
1089,6,4.3,1732057200.0
488,84,4.2,1717455600.0
3505,58,3.9,1672527600.0
284,100,3.8,
2611,62,4.3,1728428400.0
3144,92,3.6,1712530800.0
1712,28,4.5,1688511600.0
2075,61,3.8,
764,56,4.2,1700434800.0
3578,54,4.2,1717455600.0
1281,90,3.8,1699138800.0
4471,44,3.6,1734044400.0
3684,88,3.9,1690412400.0
493,98,3.9,1707087600.0
242,11,4.0,1680130800.0
4879,49,3.8,1677798000.0
504,94,4.1,1732316400.0
4185,26,4.4,1725577200.0
3495,17,3.9,1721775600.0
3882,62,4.0,1672527600.0
1099,29,3.8,
995,37,3.8,1712444400.0
2233,85,4.4,1719529200.0
1339,54,4.3,1729551600.0
3536,44,3.7,1731538800.0
3084,62,3.9,1705186800.0
2063,44,4.2,1693177200.0
2499,75,4.1,1723158000.0
2022,78,3.9,1701644400.0
1941,52,4.2,1687474800.0
1485,88,3.5,1711234800.0
276,43,3.8,1707692400.0
2934,65,4.4,1726441200.0
92,9,4.4,1713913200.0
3155,99,4.2,1711926000.0
512,35,4.4,1701817200.0
1203,67,4.0,1703718000.0
4242,30,3.8,
2184,29,3.5,1727305200.0
3819,92,3.7,1696374000.0
1448,36,3.6,1695423600.0
4388,98,3.5,1718060400.0
4303,50,4.2,1727305200.0
4571,82,4.1,1712444400.0
3282,26,4.4,1730588400.0
1427,63,3.7,1713654000.0
849,15,3.9,1689634800.0
