title,userId,rating
Freedom Blueprint360,4901,3.6
Freedom Blueprint360,1488,4.5
Freedom Blueprint360,916,4.2
Freedom Blueprint360,2191,4.3
Freedom Blueprint360,891,4.0
Advantage Pro,3482,4.4
Advantage Pro,638,3.8
Advantage Pro,815,4.3
Advantage Pro,107,4.4
Advantage Pro,2465,4.2
Advantage Pro,3010,4.3
Advantage Pro,520,3.5
Advantage Pro,3936,3.6
Advantage Pro,2986,4.5
Advantage Pro,874,3.5
Advantage Pro,2283,4.4
Advantage Pro,1993,4.2
Advantage Pro,3856,4.5
Advantage Pro,759,4.2
Advantage Pro,312,3.7
Advantage Pro,2102,4.5
Advantage Pro,4939,4.2
Advantage Pro,2475,3.8
Advantage Pro,3872,3.5
Advantage Pro,3122,3.7
Advantage Pro,2624,3.9
Advantage Pro,2293,4.0
Advantage Pro,645,4.2
Advantage Pro,3220,3.7
Advantage Pro,2638,4.4
Advantage Pro,3836,4.3
Advantage Pro,1168,3.8
Advantage Pro,896,4.3
Advantage Pro,3278,4.4
Advantage Pro,136,3.7
Advantage Pro,1948,4.3
Advantage Pro,4429,3.6
Advantage Pro,3011,3.6
Advantage Pro,547,4.1
Advantage Pro,57,4.5
Advantage Pro,4275,4.5
Advantage Pro,2607,4.2
Advantage Pro,3801,4.4
Advantage Pro,2791,4.3
Advantage Pro,3617,4.2
Advantage Pro,3849,4.4
Advantage Pro,330,4.3
Advantage Pro,406,3.5
Advantage Pro,3028,4.1
Advantage Pro,3574,3.6
Advantage Pro,3922,3.7
Advantage Pro,3251,3.9
Advantage Pro,3435,3.5
Advantage Pro,1344,3.6
Advantage Pro,3125,4.0
Advantage Pro,4658,3.9
Advantage Pro,448,4.3
Advantage Pro,534,4.3
Advantage Pro,4998,4.2
Advantage Pro,1310,4.1
Advantage Pro,4492,3.6
Advantage Pro,1007,3.8
Advantage Pro,1192,4.3
Advantage Pro,2683,4.4
Advantage Pro,1986,4.3
Advantage Pro,667,4.0
Advantage Pro,1159,3.6
Advantage Pro,4392,4.0
Advantage Pro,3385,3.6
Advantage Pro,3273,4.3
Advantage Pro,1831,4.4
Advantage Pro,3693,3.9
Advantage Pro,3337,4.4
Advantage Pro,5,3.6
Advantage Pro,3793,4.0
Advantage Pro,228,3.6
Advantage Pro,4304,3.5
Advantage Pro,4897,4.1
Advantage Pro,4050,4.3
Advantage Pro,1472,3.8
Advantage Pro,3987,4.3
Advantage Pro,3441,4.1
Advantage Pro,1423,3.8
Advantage Pro,1424,4.2
Advantage Pro,75,3.8
Advantage Pro,3999,3.9
Advantage Pro,960,3.6
Advantage Pro,899,3.6
Advantage Pro,1712,3.5
Advantage Pro,211,4.2
Advantage Pro,2044,3.5
Advantage Pro,4693,4.2
Advantage Pro,3970,3.9
Advantage Pro,396,4.2
Advantage Pro,883,4.0
Advantage Pro,1375,3.6
Advantage Pro,1553,4.3
Advantage Pro,2249,4.4
Advantage Pro,602,3.6
Advantage Pro,390,3.9
Advantage Pro,4201,4.2
Advantage Pro,2423,3.5
Advantage Pro,2825,4.0
Advantage Pro,1853,3.9
Advantage Pro,4110,4.5
Advantage Pro,3869,3.9
Advantage Pro,2405,4.1
Advantage Pro,3596,4.3
Advantage Pro,4779,4.0
Advantage Pro,1413,4.3
Advantage Pro,2194,4.1
Advantage Pro,1140,3.6
Advantage Pro,3716,3.7
Advantage Pro,2104,4.1
Advantage Pro,3932,4.4
Advantage Pro,4974,4.3
Advantage Pro,4580,3.5
Advantage Pro,1285,4.3
Advantage Pro,3180,4.1
Advantage Pro,4127,3.8
Advantage Pro,1119,3.6
Advantage Pro,3523,3.8
Advantage Pro,1325,4.2
Advantage Pro,24,4.3
Advantage Pro,769,4.4
Advantage Pro,2817,3.8
Advantage Pro,2131,4.2
Advantage Pro,609,4.4
Advantage Pro,3326,4.1
Advantage Pro,2488,4.2
Advantage Pro,3478,4.5
Advantage Pro,4231,3.8
Advantage Pro,3364,3.8
Advantage Pro,3742,4.1
Advantage Pro,1086,4.0
Advantage Pro,337,4.3
Advantage Pro,4306,4.2
Advantage Pro,3075,4.1
Advantage Pro,4794,3.6
Advantage Pro,4499,3.6
Advantage Pro,2733,4.3
Advantage Pro,289,4.3
Advantage Pro,2021,4.1
Advantage Pro,2292,3.8
Advantage Pro,4738,4.4
Advantage Pro,910,3.9
Advantage Pro,1860,3.8
Advantage Pro,246,4.1
Advantage Pro,1657,4.0
Advantage Pro,2840,4.1
Advantage Pro,610,3.8
Advantage Pro,868,4.2
Advantage Pro,3172,3.5
Advantage Pro,2152,3.8
Advantage Pro,4284,4.3
Advantage Pro,4863,4.0
Advantage Pro,4662,4.3
Advantage Pro,809,4.4
Advantage Pro,56,4.2
Advantage Pro,4997,4.5
Advantage Pro,2158,4.1
Advantage Pro,2930,3.5
Advantage Pro,354,4.1
Advantage Pro,4676,3.8
Advantage Pro,1270,4.1
Advantage Pro,926,3.7
Advantage Pro,378,3.7
Advantage Pro,3792,4.3
Advantage Pro,206,3.7
Advantage Pro,276,4.4
Advantage Pro,122,4.2
Advantage Pro,436,4.2
Advantage Pro,1216,3.7
Advantage Pro,2420,4.0
Advantage Pro,3929,4.2
Advantage Pro,2200,4.4
Advantage Pro,3761,3.7
Advantage Pro,2012,4.1
Advantage Pro,3785,4.4
Advantage Pro,2606,3.7
Advantage Pro,4885,3.7
Advantage Pro,4981,4.3
Advantage Pro,2496,4.1
Advantage Pro,474,4.2
Advantage Pro,3340,3.9
Advantage Pro,1717,4.0
Advantage Pro,2948,3.9
Advantage Pro,4968,4.3
Advantage Pro,4070,3.5
Advantage Pro,4191,4.5
Advantage Pro,2652,4.3
Advantage Pro,4182,4.0
Advantage Pro,3626,3.6
Advantage Pro,1563,3.8
Advantage Pro,961,3.7
Advantage Pro,2196,3.7
Advantage Pro,294,3.8
Advantage Pro,4266,4.2
Advantage Pro,973,3.6
Advantage Pro,3852,4.1
Advantage Pro,803,4.2
Advantage Pro,568,4.0
Advantage Pro,113,3.6
Advantage Pro,3429,4.2
Advantage Pro,632,4.2
Advantage Pro,3708,4.1
Advantage Pro,215,3.6
Advantage Pro,4841,3.6
Advantage Pro,3865,3.7
Advantage Pro,4205,3.8
Advantage Pro,3659,4.2
Advantage Pro,3092,3.5
Advantage Pro,3255,3.8
Advantage Pro,4147,3.7
Advantage Pro,2716,3.8
Advantage Pro,2416,3.8
Advantage Pro,151,4.0
Advantage Pro,1345,3.5
Advantage Pro,4360,3.6
Advantage Pro,1460,3.5
Advantage Pro,1970,4.4
Advantage Pro,889,3.7
Advantage Pro,2370,3.9
Advantage Pro,4661,4.2
Advantage Pro,3946,3.8
Advantage Pro,253,3.9
Advantage Pro,3207,3.6
Advantage Pro,444,3.9
Advantage Pro,223,4.2
Advantage Pro,3890,3.6
Advantage Pro,685,3.8
Advantage Pro,1368,4.4
Advantage Pro,4348,3.7
Advantage Pro,4793,4.3
Advantage Pro,380,4.1
Advantage Pro,3939,4.0
Advantage Pro,4072,3.7
Advantage Pro,4081,3.8
Advantage Pro,3913,4.4
Advantage Pro,856,4.0
Advantage Pro,422,4.1
Advantage Pro,2647,4.3
Advantage Pro,688,4.2
Advantage Pro,537,3.5
Advantage Pro,2033,4.0
Advantage Pro,1524,4.2
Advantage Pro,2495,3.8
Advantage Pro,4788,4.2
Advantage Pro,3373,4.2
Advantage Pro,1184,3.9
Advantage Pro,4503,3.8
Advantage Pro,1534,3.8
Advantage Pro,4833,4.4
Advantage Pro,2804,3.7
Advantage Pro,4063,4.0
Advantage Pro,164,3.7
Advantage Pro,4673,4.1
Advantage Pro,2030,4.3
Advantage Pro,4015,4.4
Advantage Pro,1726,4.4
Advantage Pro,3221,4.3
Advantage Pro,781,3.8
Advantage Pro,3054,4.4
Advantage Pro,3965,4.0
Advantage Pro,4919,4.2
Advantage Pro,983,3.9
Advantage Pro,2566,3.6
Advantage Pro,4033,3.5
Advantage Pro,2019,3.9
Advantage Pro,2441,3.6
Advantage Pro,1399,3.9
Advantage Pro,1923,4.5
Advantage Pro,2682,4.5
Advantage Pro,696,3.8
Advantage Pro,1513,4.1
Advantage Pro,3401,4.1
Advantage Pro,3406,3.9
Advantage Pro,673,4.4
Advantage Pro,4190,4.2
Advantage Pro,4349,4.0
Advantage Pro,817,4.0
Advantage Pro,2193,3.9
Advantage Pro,3915,3.9
Advantage Pro,1643,4.5
Advantage Pro,1700,3.7
Advantage Pro,70,3.7
Advantage Pro,3162,3.6
Advantage Pro,4136,3.7
Advantage Pro,2823,4.1
Advantage Pro,2452,4.4
Advantage Pro,15,3.7
Advantage Pro,3744,3.7
Advantage Pro,4259,4.5
Advantage Pro,526,3.7
Advantage Pro,4814,4.2
Advantage Pro,1095,4.1
Advantage Pro,1464,3.7
Advantage Pro,1479,3.8
Advantage Pro,646,4.3
Advantage Pro,2704,3.7
Advantage Pro,2302,4.4
Advantage Pro,3847,4.3
Advantage Pro,1226,4.3
Advantage Pro,2312,3.6
Advantage Pro,4913,4.2
Advantage Pro,4750,4.2
Advantage Pro,3611,3.8
Advantage Pro,2593,4.5
Advantage Pro,1540,4.5
Advantage Pro,3724,3.8
Advantage Pro,185,4.0
Advantage Pro,4656,4.2
Advantage Pro,447,4.4
Advantage Pro,530,3.8
Advantage Pro,1814,3.6
Advantage Pro,400,3.8
Advantage Pro,2014,3.6
Advantage Pro,26,4.1
Advantage Pro,333,3.6
Advantage Pro,2464,4.1
Advantage Pro,1034,4.3
Advantage Pro,2532,3.8
Advantage Pro,2399,3.7
Advantage Pro,2182,4.1
Advantage Pro,27,3.5
Advantage Pro,2673,3.9
Advantage Pro,3501,3.7
Advantage Pro,3183,4.4
Advantage Pro,3577,4.0
Advantage Pro,3723,3.8
Advantage Pro,4078,4.1
Advantage Pro,4036,3.7
Advantage Pro,1882,3.7
Advantage Pro,363,3.9
Advantage Pro,1650,4.4
Advantage Pro,2977,3.7
Advantage Pro,1781,4.1
Advantage Pro,3931,4.4
Advantage Pro,2016,4.0
Advantage Pro,3161,4.1
Advantage Pro,2209,3.9
Advantage Pro,1341,4.1
Advantage Pro,772,4.1
Advantage Pro,487,4.0
Advantage Pro,3222,4.1
Advantage Pro,2537,4.4
Advantage Pro,943,3.5
Advantage Pro,4051,3.6
Advantage Pro,1319,4.3
Advantage Pro,3369,4.3
Advantage Pro,2788,4.0
Advantage Pro,3027,3.8
Advantage Pro,4413,3.8
